,eventyr,sætning,kategori,årstal
4597,gartneren-og-herskabet,"Enhver som saae den, fandt den mærkværdig deilig og sjelden, ja det sagde selv den Fornemste af Landets unge Damer, og hun var Prindsesse; klog og hjertensgod var hun.",Ikke-relevante segmenter,1872
4598,gartneren-og-herskabet,"Herskabet satte en Ære i at overrække hende Blomsten, og den kom med Prindsessen op paa Slottet.",Ikke-relevante segmenter,1872
4599,gartneren-og-herskabet,"Nu gik Herskabet ned i Haven for selv at plukke en Blomst af samme Slags, om en saadan endnu fandtes, men den var ikke at finde.",Ikke-relevante segmenter,1872
4600,gartneren-og-herskabet,"Saa kaldte de paa Gartneren og spurgte, hvorfra han havde den blaa Lotus:
»Vi have søgt forgjeves!«
sagde de.",Ikke-relevante segmenter,1872
4601,gartneren-og-herskabet,"»
Vi have været i Drivhusene og rundt om i Blomsterhaven!«
»Nei, der er den rigtignok ikke!«
sagde Gartneren.",Ikke-relevante segmenter,1872
4602,gartneren-og-herskabet,"»
Den er kun en ringe Blomst fra Kjøkkenhaven!",Ikke-relevante segmenter,1872
4603,gartneren-og-herskabet,"men, ikke sandt, hvor er den smuk!",Ikke-relevante segmenter,1872
4604,gartneren-og-herskabet,"den seer ud som var den en blaa Kactus, og er dog kun Blomsten paa Ærteskokken!«
»Det skulde De have sagt os strax!«
sagde Herskabet.",Ikke-relevante segmenter,1872
4605,gartneren-og-herskabet,"»
Vi maatte troe at det var en fremmed, sjelden Blomst.",Ikke-relevante segmenter,1872
4606,gartneren-og-herskabet,De har prostitueret os for den unge Prindsesse!,Fattigdom,1872
4607,gartneren-og-herskabet,"hun saae Blomsten hos os, fandt den saa smuk, kjendte den ikke, og hun er ganske inde i Botaniken, men den Videnskab har ikke med Kjøkkenurter at gjøre.",Ikke-relevante segmenter,1872
4608,gartneren-og-herskabet,"Hvor kunde det falde Dem ind, gode Larsen, at sætte en saadan Blomst op i Stuen.",Ikke-relevante segmenter,1872
4609,gartneren-og-herskabet,"Det er at gjøre os latterlige!«
Og den smukke blaa Pragtblomst, der var hentet fra Kjøkkenhaven, blev sat ud af Herskabs-Stuen, hvor den ikke hørte hjemme, ja Herskabet gjorde en Undskyldning hos Prindsessen, og fortalte at Blomsten var kun en Kjøkkenurt, som Gartneren havde fundet paa at stille frem, men at han derfor havde faaet en alvorlig Irettesættelse.",Ikke-relevante segmenter,1872
4610,gartneren-og-herskabet,"»Det var Synd og Uret!«
sagde Prindsessen.",Ikke-relevante segmenter,1872
4611,gartneren-og-herskabet,"»
Han har jo lukket vore Øine op for en Pragtblomst, vi slet ikke lagde Mærke til, han har viist os Deiligheden der, hvor vi ikke faldt paa at søge den!",Ikke-relevante segmenter,1872
4612,gartneren-og-herskabet,"Slotsgartneren skal hver Dag, saalænge Ærteskokkene have Blomst, bringe mig een op i min Stue!«
Og det skete.",Ikke-relevante segmenter,1872
4613,gartneren-og-herskabet,"Herskabet lod Gartneren sige, at han igjen kunde bringe dem en frisk Ærteskok-Blomst.",Ikke-relevante segmenter,1872
4614,gartneren-og-herskabet,"»Den er i Grunden smuk!«
sagde de, »høist mærkværdig!«
og Gartneren fik Roes.",Ikke-relevante segmenter,1872
4615,gartneren-og-herskabet,"»Det kan Larsen godt lide!«
sagde Herskabet.",Ikke-relevante segmenter,1872
4616,gartneren-og-herskabet,"»
Han er et forkjælet Barn!«
I Efteraaret blev det en forfærdelig Storm; den tog til ud paa Natten, saa voldsomt, at mange store Træer i Udkanten af Skoven bleve rykkede op med Rod, og til stor Sorg for Herskabet, Sorg, som de kaldte det, men til Glæde for Gartneren, blæste de to store Træer om med alle Fuglerederne.",Ikke-relevante segmenter,1872
4617,gartneren-og-herskabet,"Man hørte i Stormen Raagers og Kragers Skrig, de sloge med Vingerne paa Ruderne, sagde Folkene paa Gaarden.",Ikke-relevante segmenter,1872
4618,gartneren-og-herskabet,"»Nu er De da glad, Larsen!«
sagde Herskabet; »Stormen har fældet Træerne, og Fuglene have søgt til Skoven.",Ikke-relevante segmenter,1872
4619,gartneren-og-herskabet,Her er ikke mere Syn af gammel Tid; hvert Tegn og hver Hentydning er borte!,Ikke-relevante segmenter,1872
4620,gartneren-og-herskabet,"os har det bedrøvet!«
Gartneren sagde ikke Noget, men han tænkte paa, hvad han længe havde tænkt, ret at benytte den prægtige Solskinsplads, han før ikke raadede over, den skulde blive til Havens Pryd og Herskabets Glæde.",Ikke-relevante segmenter,1872
4621,gartneren-og-herskabet,"De store omblæste Træer havde qvaset og knuust de ældgamle Buxbom-Hækker, med hele deres Udklipning.",Ikke-relevante segmenter,1872
4622,gartneren-og-herskabet,"Han reiste her en Tykning af Væxter, Hjemlands-Planter fra Marken og Skoven.",Ikke-relevante segmenter,1872
4623,gartneren-og-herskabet,"Hvad ingen anden Gartner havde tænkt paa i rig Fylde at plante ind i Herskabshaven, satte han her i den Jord hver skulde have, og i Skygge og i Solskin som hver Art behøvede det.",Ikke-relevante segmenter,1872
4624,gartneren-og-herskabet,Han pleiede i Kjærlighed og det voxte i Herlighed.,Ikke-relevante segmenter,1872
4625,gartneren-og-herskabet,"Enebærbusken fra den jydske Hede løftede sig, i Form og Farve som Italiens Cypres, den blanke piggede Christtjørn, altid grøn, i Vinterkulde og i Sommersol, stod deilig at see.",Ikke-relevante segmenter,1872
4626,gartneren-og-herskabet,"Foran groede Bregnerne, mange forskjellige Arter, nogle saae ud som vare de Børn af Palmetræet, og andre, som vare de Forældre til den fine, deilige Plantevæxt, vi kalde Venushaar.",Ikke-relevante segmenter,1872
4627,gartneren-og-herskabet,"Her stod den ringeagtede Borre, der i sin Friskhed er saa smuk, at den kan tage sig ud i Bouquet.",Ikke-relevante segmenter,1872
4628,gartneren-og-herskabet,"Borren stod paa det Tørre, men lavere, i den fugtigere Grund, groede Skræppen, ogsaa en ringeagtet Plante og dog ved sin Høide og sit mægtige Blad saa malerisk smuk.",Ikke-relevante segmenter,1872
4629,gartneren-og-herskabet,"Favnehøi, med Blomst ved Blomst, som en mægtig, mangearmet Candelaber, løftede sig Kongelyset, plantet ind fra Marken.",Ikke-relevante segmenter,1872
4630,gartneren-og-herskabet,"Her stod Skovmærker, Kodriver og Skovlilieconvaller, den vilde Calla og den trebladede, fine Skovsyre.",Ikke-relevante segmenter,1872
4631,gartneren-og-herskabet,Det var en Deilighed at see.,Ikke-relevante segmenter,1872
4632,gartneren-og-herskabet,"Foran, støttede til Staaltraads-Snore, voxte i Række ganske smaa Pæretræer fra fransk Jordbund; de fik Sol og god Pleie og bare snart store, saftfulde Frugter, som i Landet de kom fra.",Ikke-relevante segmenter,1872
4633,gartneren-og-herskabet,"Istedetfor de to gamle, bladløse Træer, blev sat en høi Flagstang, hvor Danebrogen vaiede, og tæt ved endnu en Stang, hvor i Sommertid og Høstens Tid Humleranken med sine duftende Blomster-Kogler snoede sig, men hvor i Vinteren, efter gammel Skik, blev ophængt en Havre-Kjærv, at Himlens Fugle kunde have Maaltid i den glade Juul.",Ikke-relevante segmenter,1872
4634,gartneren-og-herskabet,"»Den gode Larsen bliver sentimental i sine ældre Aar!«
sagde Herskabet.",Ikke-relevante segmenter,1872
4635,gartneren-og-herskabet,"»
Men han er os tro og hengiven!«
Ved Nytaar kom, i et af Hovedstadens illustrerede Blade, et Billede af den gamle Gaard; man saae Flagstangen og Havre-Neget for Himlens Fugle i den glade Juul, og det stod omtalt og fremhævet som en smuk Tanke, at en gammel Skik her var bragt i Hævd og Ære, saa betegnende just for den gamle Gaard.",Ikke-relevante segmenter,1872
4636,gartneren-og-herskabet,"»Alt hvad den Larsen gjør,« sagde Herskabet, »slaaer man paa Tromme for.",Ikke-relevante segmenter,1872
4637,gartneren-og-herskabet,Det er en lykkelig Mand!,Ikke-relevante segmenter,1872
4638,gartneren-og-herskabet,"vi maae jo næsten være stolte af at vi have ham!«
Men de vare slet ikke stolte deraf!",Ikke-relevante segmenter,1872
4639,gartneren-og-herskabet,"de følte at de vare Herskabet, de kunde sige Larsen op, men det gjorde de ikke, de vare gode Mennesker og af deres Slags er der saa mange gode Mennesker, og det er glædeligt for enhver Larsen.",Ikke-relevante segmenter,1872
4640,gartneren-og-herskabet,"Ja, det er Historien om »Gartneren og Herskabet«.",Ikke-relevante segmenter,1872
4641,gartneren-og-herskabet,Nu kan Du tænke over den!,Ikke-relevante segmenter,1872
4642,gjemt-er-ikke-glemt,"Der laae en gammel Gaard med muddrede Grave og Vindebro; den var mere oppe end nede: ikke alle Gjester, som komme, ere gode.",Fattigdom,1866
4643,gjemt-er-ikke-glemt,"Under Tagskjægget var Huller til at skyde ud af og til at helde kogende Vand, ja smeltet Bly ned over Fjenden, kom han for nær paa.",Ikke-relevante segmenter,1866
4644,gjemt-er-ikke-glemt,"Indenfor var høit til Bjælkeloftet, og det var godt for den megen Røg, der kom fra Kamin-Ilden, hvor de store vaade Brændeknuder laae.",Ikke-relevante segmenter,1866
4645,gjemt-er-ikke-glemt,"Der hang paa Væggen Billeder af harniskklædte Mænd og stolte Fruer i svære Klæder; den Strunkeste af dem Alle gik levende om herinde, hun kaldtes Mette Mogens; hun var Gaardens Frue.",Ikke-relevante segmenter,1866
4646,gjemt-er-ikke-glemt,"Ved Aftenstid kom der Røvere; de sloge tre af hendes Folk ihjel, Lænkehunden med, og saa bandt de Fru Mette i Hundelænke ved Hundehuset og satte sig selv op i Salen og drak Vinen fra hendes Kjælder og alt det gode Øl.",Ikke-relevante segmenter,1866
4647,gjemt-er-ikke-glemt,Fru Mette stod i Hundelænke; hun kunde ikke engang gjøe.,Ikke-relevante segmenter,1866
4648,gjemt-er-ikke-glemt,"Da kom Røverens Dreng; han listede sig saa stille, det maatte ikke mærkes, for ellers havde de slaaet ham ihjel.",Ikke-relevante segmenter,1866
4649,gjemt-er-ikke-glemt,"»Fru Mette Mogens!«
sagde Drengen; »kan Du huske, da min Fader red paa Træhesten i din Huusbonds Tid; da bad Du for ham, men det hjalp ikke; han skulde sidde sig til Krøbling; men Du listede Dig ned, som jeg nu lister mig; selv lagde Du en lille Steen under hver af hans Fødder, at han kunde finde Hvile.",Fattigdom,1866
4650,gjemt-er-ikke-glemt,"Ingen saae det, eller de lode, som de ikke saae det, Du var den unge, naadige Frue.",Ikke-relevante segmenter,1866
4651,gjemt-er-ikke-glemt,"Det har min Fader fortalt, og det har jeg gjemt, men ikke glemt!",Ikke-relevante segmenter,1866
4652,gjemt-er-ikke-glemt,"nu løser jeg Dig, Fru Mette Mogens!«
Og saa toge de Heste paa Stalden og rede i Regn og i Blæst og fik Vennehjelp.",Ikke-relevante segmenter,1866
4653,gjemt-er-ikke-glemt,"»Det var vel betalt for den Smule Gjerning mod den Gamle!«
sagde Mette Mogens.",Fattigdom,1866
4654,gjemt-er-ikke-glemt,"»Gjemt er ikke glemt!«
sagde Drengen.",Ikke-relevante segmenter,1866
4655,gjemt-er-ikke-glemt,Røverne bleve hængte.,Ikke-relevante segmenter,1866
4656,gjemt-er-ikke-glemt,"Der laae en gammel Gaard, den ligger der endnu; det var ikke Fru Mette Mogens’s; den tilhører en anden høiadelig Slægt.",Ikke-relevante segmenter,1866
4657,gjemt-er-ikke-glemt,Det er i vor Tid.,Ikke-relevante segmenter,1866
4658,gjemt-er-ikke-glemt,"Solen skinner paa Taarnets forgyldte Spiir, smaa Skov-Øer ligge som Bouquetter paa Vandet, og rundt om dem svømme de vilde Svaner.",Ikke-relevante segmenter,1866
4659,gjemt-er-ikke-glemt,"I Haven groe Roser; Gaardens Frue er selv det fineste Rosenblad, det skinner i Glæde, god Gjernings Glæde, ikke ud i den vide Verden, men inde i Hjerterne, der er det gjemt, men ikke glemt.",Ikke-relevante segmenter,1866
4660,gjemt-er-ikke-glemt,Nu gaaer hun fra Gaarden hen til det lille Udflytter-Huus paa Marken.,Ikke-relevante segmenter,1866
4661,gjemt-er-ikke-glemt,"Derinde boer en stakkels værkbrudden Pige; Vinduet i den lille Stue vender mod Nord; Solen kommer der ikke; hun har kun at see hen over et Stykke Mark, som lukkes ved den høie Grøft.",Fattigdom,1866
4662,gjemt-er-ikke-glemt,"Men idag er der Solskin, Vorherres varme, deilige Sol er derinde; den kommer fra Syd gjennem det nye Vindue, hvor før kun var Muur.",Ikke-relevante segmenter,1866
4663,gjemt-er-ikke-glemt,"Den Værkbrudne sidder i det varme Solskin, seer Skov og Strand, Verden er bleven saa stor og saa deilig, og det ved et eneste Ord af Gaardens venlige Frue.",Ikke-relevante segmenter,1866
4664,gjemt-er-ikke-glemt,"»Det Ord var saa let, den Gjerning saa lille!«
siger hun; »Glæden, jeg fik, var uendelig stor og velsignet!«
Og derfor øver hun saa mangen god Gjerning, tænker paa dem Alle i de fattige Huse og i de rige Huse, hvor der ogsaa ere Bedrøvede.",Fattigdom,1866
4665,gjemt-er-ikke-glemt,"Det er skjult og gjemt, men det er ikke glemt af Vorherre!",Fattigdom,1866
4666,gjemt-er-ikke-glemt,"Der var en gammel Gaard, det var inde i den store, travle By.",Ikke-relevante segmenter,1866
4667,gjemt-er-ikke-glemt,"I Gaarden var Stuer og Sale; i dem gaae vi ikke ind; vi blive i Kjøkkenet; og der er luunt og lyst, der er reent og nydeligt; Kobbertøiet skinner, Bordet er som bonet, Vasken er som et nys skuret Spekkebræt; det har Altsammen Enepigen udrettet, og dog faaet Tid til at sætte Tøiet paa sig, som om hun skulde i Kirke.",Ikke-relevante segmenter,1866
4668,gjemt-er-ikke-glemt,"Hun har Sløife paa Kappen, sort Sløife; det tyder Sorg.",Ikke-relevante segmenter,1866
4669,gjemt-er-ikke-glemt,"Hun har jo Ingen at sørge for, hverken Fader eller Moder, hverken Slægt eller Kjæreste; hun er en fattig Pige.",Fattigdom,1866
4670,gjemt-er-ikke-glemt,"Engang var hun forlovet, det var med en fattig Karl; de holdt inderligt af hinanden.",Fattigdom,1866
4671,gjemt-er-ikke-glemt,En Dag kom han til hende.,Ikke-relevante segmenter,1866
4672,gjemt-er-ikke-glemt,"»Vi To have Ingenting!«
sagde han; »den rige Enke henne i Kjælderen har sagt mig varme Ord; hun vil sætte mig i Velstand; men Du er i mit Hjerte.",Fattigdom,1866
4673,gjemt-er-ikke-glemt,"Hvad raader Du mig til?«
»Det Du troer der er din Lykke!«
sagde Pigen.",Ikke-relevante segmenter,1866
4674,gjemt-er-ikke-glemt,"»
Vær god og kjærlig imod hende, men husk paa, at fra den Stund vi skilles, kunne vi To ikke oftere sees!«
– Og saa gik et Par Aar; da mødte hun paa Gaden sin fordums Ven og Kjæreste; han saae syg og elendig ud; da kunde hun ikke lade være, hun maatte spørge: »Hvordan har Du det dog?«
»Rigt og godt i alle Maader!«
sagde han; »Konen er brav og god, men Du er i mit Hjerte.",Ikke-relevante segmenter,1866
4675,gjemt-er-ikke-glemt,"Jeg har stridt min Strid, snart er den forbi!",Ikke-relevante segmenter,1866
4676,gjemt-er-ikke-glemt,"Vi sees nu ikke før hos Vorherre.«
En Uge er gaaet; imorges stod i Avisen, at han var død; derfor bærer Pigen Sorg.",Ikke-relevante segmenter,1866
4677,gjemt-er-ikke-glemt,"Kjæresten er død fra Kone og tre Stedbørn, som der staaer at læse; det klinger sprukket, og dog er Malmen reen.",Ikke-relevante segmenter,1866
4678,gjemt-er-ikke-glemt,"Den sorte Sløife tyder Sorg, Pigens Ansigt tyder den end mere; i Hjertet er den gjemt, bliver aldrig glemt!",Fattigdom,1866
4679,gjemt-er-ikke-glemt,"Ja, see det er tre Historier, tre Blade paa een Stilk.",Ikke-relevante segmenter,1866
4680,gjemt-er-ikke-glemt,Ønsker Du flere Kløverblade?,Ikke-relevante segmenter,1866
4681,gjemt-er-ikke-glemt,Der ere mange i Hjertebogen gjemt men ikke glemt.,Ikke-relevante segmenter,1866
4682,grantraeet,"Ude i Skoven stod der saadant et nydeligt Grantræ; det havde en god Plads, Sol kunde det faae, Luft var der nok af, og rundtom voxte mange større Kammerater, baade Gran og Fyr; men det lille Grantræ var saa ilter med at voxe; det tænkte ikke paa den varme Sol og den friske Luft, det brød sig ikke om Bønderbørnene der gik og smaasnakkede, naar de vare ude at samle Jordbær eller Hindbær; tidt kom de med en heel Krukke fuld eller havde Jordbær trukket paa Straa, saa satte de sig ved det lille Træ og sagde: »nei!",Ikke-relevante segmenter,1839
4683,grantraeet,"hvor det er nydeligt lille!«
Det vilde Træet slet ikke høre.",Ikke-relevante segmenter,1839
4684,grantraeet,"Aaret efter var det en lang Stilk større, og Aaret efter igjen var det endnu een meget længer; thi paa et Grantræ kan man altid, efter de mange Led, det har, see hvor mange Aar det har voxet.",Ikke-relevante segmenter,1839
4685,grantraeet,"»O, var jeg dog saadant et stort Træ, som de Andre!«
sukkede det lille Træ, »saa kunde jeg brede mine Grene saa langt omkring og med Toppen see ud i den vide Verden!",Ikke-relevante segmenter,1839
4686,grantraeet,"Fuglene vilde da bygge Rede imellem mine Grene, og naar det blæste kunde jeg nikke saa fornemt, ligesom de Andre der!«
Det havde slet ingen Fornøielse af Solskinnet, af Fuglene eller de røde Skyer, som Morgen og Aften seilede hen over det.",Ikke-relevante segmenter,1839
4687,grantraeet,"Var det nu Vinter, og Sneen rundt omkring laae gnistrende hvid, saa kom tidt en Hare springende, og satte lige over det lille Træ, – o, det var saa ærgerligt!",Ikke-relevante segmenter,1839
4688,grantraeet,"–
Men to Vintre gik, og ved den tredie var Træet saa stort, at Haren maatte gaae uden om det.",Ikke-relevante segmenter,1839
4689,grantraeet,"O, voxe, voxe, blive stor og gammel, det var dog det eneste deilige i denne Verden, tænkte Træet.",Ikke-relevante segmenter,1839
4690,grantraeet,"I Efteraaret kom altid Brændehuggerne og fældede nogle af de største Træer, det skete hvert Aar, og det unge Grantræ, som nu var ganske godt voxent, skjælvede derved, thi de store, prægtige Træer faldt med en Knagen og Bragen til Jorden; Grenene bleve hugne fra, de saae ganske nøgne, lange og smalle ud; de vare næsten ikke til at kjende, men saa bleve de lagte paa Vogne, og Heste trak dem afsted ud af Skoven.",Ikke-relevante segmenter,1839
4691,grantraeet,Hvor skulde de hen?,Fattigdom,1839
4692,grantraeet,Hvad forestod dem?,Ikke-relevante segmenter,1839
4693,grantraeet,"I Foraaret, da Svalen og Storken kom, spurgte Træet dem: »Veed I ikke, hvor de førtes hen?",Ikke-relevante segmenter,1839
4694,grantraeet,"Har I ikke mødt dem?«
Svalerne vidste ikke noget, men Storken saae betænkelig ud, nikkede med Hovedet og sagde: »Jo, jeg troer det!",Ikke-relevante segmenter,1839
4695,grantraeet,"jeg mødte mange nye Skibe da jeg fløi fra Ægypten; paa Skibene vare prægtige Mastetræer, jeg tør sige, at det var dem, de lugtede af Gran; jeg kan hilse mange Gange, de kneise, de kneise!«
»O, var jeg dog ogsaa stor nok til at flyve hen over Havet!",Ikke-relevante segmenter,1839
4696,grantraeet,"Hvorledes er det egentligt dette Hav, og hvad ligner det?«
»Ja det er saa vidtløftigt at forklare!«
sagde Storken, og saa gik den.",Ikke-relevante segmenter,1839
4697,grantraeet,"»Glæd Dig ved din Ungdom!«
sagde Solstraalerne; »glæd Dig ved din friske Væxt, ved det unge Liv, som er i Dig!«
Og Vinden kyssede Træet, og Duggen græd Taarer over det, men det forstod Grantræet ikke.",Ikke-relevante segmenter,1839
4698,grantraeet,"Naar det var ved Juletid, da bleve ganske unge Træer fældede, Træer som tidt ikke engang vare saa store eller i Alder med dette Grantræ, der hverken havde Rast eller Ro, men altid vilde afsted; disse unge Træer, og de vare just de allersmukkeste, beholdt altid alle deres Grene, de bleve lagte paa Vogne og Heste trak dem afsted ud af Skoven.",Ikke-relevante segmenter,1839
4699,grantraeet,"»Hvorhen skulle de?«
spurgte Grantræet.",Ikke-relevante segmenter,1839
4700,grantraeet,"»
De ere ikke større end jeg, der var endogsaa eet, der var meget mindre; hvorfor beholde de alle deres Grene?",Ikke-relevante segmenter,1839
4701,grantraeet,"Hvor kjøre de hen?«
»Det vide vi!",Ikke-relevante segmenter,1839
4702,grantraeet,"det vide vi!«
qviddrede Graaspurvene.",Ikke-relevante segmenter,1839
4703,grantraeet,"»
Vi have nede i Byen kiget ind ad Ruderne!",Ikke-relevante segmenter,1839
4704,grantraeet,"vi vide, hvor de kjøre hen!",Ikke-relevante segmenter,1839
4705,grantraeet,"O, de komme til den største Glands og Herlighed, der kan tænkes!",Ikke-relevante segmenter,1839
4706,grantraeet,"Vi have kiget ind af Vinduerne og seet at de blive plantede midt i den varme Stue og pyntede med de deiligste Ting, baade forgyldte Æbler, Honningkager, Legetøi og mange hundrede Lys!«
»Og saa –?«
spurgte Grantræet og bævede i alle Grene.",Ikke-relevante segmenter,1839
4707,grantraeet,"»
Og saa?",Ikke-relevante segmenter,1839
4708,grantraeet,"Hvad skeer saa?«
»Ja, mere have vi ikke seet!",Ikke-relevante segmenter,1839
4709,grantraeet,"Det var mageløst!«
»Mon jeg er blevet til for at gaae denne straalende Vei?«
jublede Træet.",Ikke-relevante segmenter,1839
4710,grantraeet,"»
Det er endnu bedre, end at gaae over Havet!",Ikke-relevante segmenter,1839
4711,grantraeet,Hvor jeg lider af Længsel!,Ikke-relevante segmenter,1839
4712,grantraeet,Var det dog Juul!,Ikke-relevante segmenter,1839
4713,grantraeet,"nu er jeg høi og udstrakt, som de andre, der førtes afsted sidste Aar!",Ikke-relevante segmenter,1839
4714,grantraeet,"–
O, var jeg alt paa Vognen!",Ikke-relevante segmenter,1839
4715,grantraeet,var jeg dog i den varme Stue med al den Pragt og Herlighed!,Ikke-relevante segmenter,1839
4716,grantraeet,og da –?,Ikke-relevante segmenter,1839
4717,grantraeet,"Ja, da kommer noget endnu Bedre, endnu Skjønnere, hvorfor skulle de ellers saaledes pynte mig!",Ikke-relevante segmenter,1839
4718,grantraeet,"der maa komme noget endnu større, endnu herligere –!",Ikke-relevante segmenter,1839
4719,grantraeet,men hvad?,Ikke-relevante segmenter,1839
4720,grantraeet,"O, jeg lider!",Fattigdom,1839
4721,grantraeet,jeg længes!,Ikke-relevante segmenter,1839
4722,grantraeet,"jeg veed ikke selv, hvorledes det er med mig!«
»Glæd Dig ved mig!«
sagde Luften og Sollyset; »glæd Dig ved din friske Ungdom ude i det Frie!«
Men det glædede sig slet ikke; det voxte og voxte, Vinter og Sommer stod det grønt; mørkegrønt stod det; Folk, som saae det, sagde: »det er et deiligt Træ!«
og ved Juletid blev det fældet først af alle.",Ikke-relevante segmenter,1839
4723,grantraeet,"Øxen hug dybt igjennem Marven, Træet faldt med et Suk hen ad Jorden, det følte en Smerte, en Afmagt, det kunde slet ikke tænke paa nogen Lykke, det var bedrøvet ved at skilles fra Hjemmet, fra den Plet, hvor det var skudt frem; det vidste jo, at det aldrig mere saae de kjære gamle Kammerater, de smaae Buske og Blomster rundtom, ja maaskee ikke engang Fuglene.",Ikke-relevante segmenter,1839
4724,grantraeet,Afreisen var slet ikke noget behageligt.,Ikke-relevante segmenter,1839
4725,grantraeet,"Træet kom først til sig selv, da det i Gaarden, afpakket med de andre Træer, hørte en Mand sige: »Det der er prægtigt!",Ikke-relevante segmenter,1839
4726,grantraeet,"vi bruge ikke uden det!«
Nu kom to Tjenere i fuld Stads og bar Grantræet ind i en stor, deilig Sal.",Ikke-relevante segmenter,1839
4727,grantraeet,"Rundtom paa Væggene hang Portrætter, og ved den store Flisekakkelovn stode store chinesiske Vaser med Løver paa Laaget; der var Gyngestole, Silkesophaer, store Borde fulde af Billedbøger, og med Legetøi for hundred Gange hundred Rigsdaler – idetmindste sagde Børnene det.",Ikke-relevante segmenter,1839
4728,grantraeet,"Og Grantræet blev reist op i en stor Fjerding, fyldt med Sand, men Ingen kunde see, at det var en Fjerding, thi der blev hængt grønt Tøi rundt om, og den stod paa et stort broget Teppe.",Ikke-relevante segmenter,1839
4729,grantraeet,"O, hvor Træet bævede!",Fattigdom,1839
4730,grantraeet,Hvad vilde der dog skee?,Ikke-relevante segmenter,1839
4731,grantraeet,Baade Tjenere og Frøkener gik og pyntede det.,Ikke-relevante segmenter,1839
4732,grantraeet,"Paa een Green hang de smaa Næt, udklippede af kouleurt Papir; hvert Næt var fyldt med Sukkergodt; forgyldte Æbler og Valdnødder hang, som om de vare voxede fast, og over hundrede røde, blaae og hvide Smaalys bleve stukne fast i Grenene.",Ikke-relevante segmenter,1839
4733,grantraeet,"Dukker, der saae livagtig ud som Mennesker, – Træet havde aldrig seet saadanne før – svævede i det Grønne, og allerøverst oppe i Toppen blev sat en stor Stjerne af Flitter-Guld; det var prægtigt, ganske mageløst prægtigt.",Ikke-relevante segmenter,1839
4734,grantraeet,"»Iaften,« sagde de Allesammen, »iaften skal det straale!«
»O!«
tænkte Træet, »var det dog Aften!",Ikke-relevante segmenter,1839
4735,grantraeet,var bare Lysene snart tændte!,Ikke-relevante segmenter,1839
4736,grantraeet,og hvad mon da skeer?,Ikke-relevante segmenter,1839
4737,grantraeet,Mon der komme Træer fra Skoven og see paa mig?,Ikke-relevante segmenter,1839
4738,grantraeet,Mon Graaspurvene flyve ved Ruden?,Ikke-relevante segmenter,1839
4739,grantraeet,"Mon jeg her voxer fast og skal staae pyntet Vinter og Sommer?«
Jo, det vidste god Besked; men det havde ordentligt Barkepine af bare Længsel, og Barkepine er ligesaa slem for et Træ, som Hovedpine for os Andre.",Ikke-relevante segmenter,1839
4740,grantraeet,Nu bleve Lysene tændte.,Ikke-relevante segmenter,1839
4741,grantraeet,"Hvilken Glands, hvilken Pragt, Træet bævede i alle Grene derved, saa at eet af Lysene stak Ild i det Grønne; det sved ordentligt.",Ikke-relevante segmenter,1839
4742,grantraeet,"»Gud bevare os!«
skreg Frøknerne og slukkede i en Hast.",Ikke-relevante segmenter,1839
4743,grantraeet,Nu turde Træet ikke engang bæve.,Ikke-relevante segmenter,1839
4744,grantraeet,"O, det var en Gru!",Ikke-relevante segmenter,1839
4745,grantraeet,"Det var saa bange for at tabe noget af al sin Stads; det var ganske fortumlet i al den Glands, – – og nu gik begge Fløidøre op, og en Mængde Børn styrtede ind, som om de vilde vælte hele Træet; de ældre Folk kom besindige bag efter; de Smaa stode ganske tause, – men kun et Øieblik, saa jublede de igjen saa at det rungede efter; de dandsede rundt om Træet, og den ene Present efter den anden blev plukket af.",Ikke-relevante segmenter,1839
4746,grantraeet,"»Hvad er det, de gjør?«
tænkte Træet.",Ikke-relevante segmenter,1839
4747,grantraeet,"»
Hvad skal der skee?«
Og Lysene brændte lige ned til Grenene, og eftersom de brændte ned, slukkede man dem, og saa fik Børnene Lov til at plyndre Træet.",Fattigdom,1839
4748,grantraeet,"O, de styrtede ind paa det, saa at det knagede i alle Grene; havde det ikke ved Snippen og Guldstjernen været bundet fast til Loftet, saa var det styrtet om.",Ikke-relevante segmenter,1839
4749,grantraeet,"Børnene dandsede rundt med deres prægtige Legetøi, Ingen saae paa Træet uden den gamle Barnepige, der gik og tittede ind imellem Grenene, men det var bare for at see, om der ikke var glemt endnu en Figen eller et Æble.",Ikke-relevante segmenter,1839
4750,grantraeet,»En Historie!,Ikke-relevante segmenter,1839
4751,grantraeet,"en Historie!«
raabte Børnene og trak en lille tyk Mand hen imod Træet, og han satte sig lige under det, »for saa ere vi i det Grønne,« sagde han, »og Træet kan have besynderligt godt af at høre med!",Ikke-relevante segmenter,1839
4752,grantraeet,men jeg fortæller kun een Historie.,Ikke-relevante segmenter,1839
4753,grantraeet,"Vil I høre den om  eller den om Klumpe-Dumpe, som faldt ned af Trapperne og kom dog i Høisædet og fik Prindsessen!«
»Ivede-Avede!«
skreg Nogle, »Klumpe-Dumpe!«
skreg Andre; der var en Raaben og Skrigen, kun Grantræet taug ganske stille og tænkte: »Skal jeg slet ikke med, slet ikke gjøre Noget!«
Det havde jo været med, havde gjort hvad det skulde gjøre.",Ikke-relevante segmenter,1839
